,SearchTerm,BusinessName,UBINumber,BusinessId,Address,address_match,ubi_match,id_match,IsMatch,Agent,EntityType,PrincipalID,PrincipalName
19,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3904387,DREW STEPANEK
20,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3904388,DOUGLAS D STURIALE
21,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3904389,BIANCA TABOURN
22,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3904390,EILEEN TONGSON
23,TMT OLIVE LAB INC,"TMT OLIVE LAB, INC.",603 122 591,1047449,"4 EMBARCADERO CTR STE 3300, SAN FRANCISCO, CA, 94111-4184, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,3904391,DANIEL S WEAVER
24,NORDSTROM INC,"D & G NORDSTROM, INC.",602 347 850,133582,"524 SUNRISE BLVD, OAK HARBOR, WA, 98277, UNITED STATES",False,False,False,,VIRGINIA NORDSTROM,Individual,2314177,DANIAL NORDSTROM
25,NORDSTROM INC,"D & G NORDSTROM, INC.",602 347 850,133582,"524 SUNRISE BLVD, OAK HARBOR, WA, 98277, UNITED STATES",False,False,False,,VIRGINIA NORDSTROM,Individual,2314178,VIRGINIA NORDSTROM
26,NORDSTROM INC,D. NORDSTROM DESIGN AND PROJECT MANAGEMENT LLC,603 620 661,641932,"1401 VERNON RD, LAKE STEVENS, WA, 98258-8510, UNITED STATES",False,False,False,,DIANA NORDSTROM,Individual,1544142,DIANA NORDSTROM
27,NORDSTROM INC,"D. NORDSTROM GROUP, INC.",602 252 831,119530,,True,False,False,,REBECCA WARRINER,Individual,2104243,DANIEL NORDSTROM
28,NORDSTROM INC,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,602 381 004,678788,"1229 MADISON ST STE 650, SEATTLE, WA, 98104-3302, UNITED STATES",False,False,False,,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,Individual,543985,TODD MEEK
29,NORDSTROM INC,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,602 381 004,678788,"1229 MADISON ST STE 650, SEATTLE, WA, 98104-3302, UNITED STATES",False,False,False,,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,Individual,711899,GARY SMITH
30,NORDSTROM INC,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,602 381 004,678788,"1229 MADISON ST STE 650, SEATTLE, WA, 98104-3302, UNITED STATES",False,False,False,,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,Individual,1131316,SARA ROBERTSON
31,NORDSTROM INC,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,602 381 004,678788,"1229 MADISON ST STE 650, SEATTLE, WA, 98104-3302, UNITED STATES",False,False,False,,ELMER J. NORDSTROM MEDICAL TOWER CONDOMINIUM ASSOCIATION,Individual,2851683,ANDY DAVIS
32,NORDSTROM INC,FWH HVAC LLC,602 279 145,848290,"1059 STATE AVE STE G, MARYSVILLE, WA, 98270-4269, UNITED STATES",False,True,True,,REGISTERED AGENTS INC.,Entity,4105108,FAST WATER HEATER LLC
33,NORDSTROM INC,FWH HVAC LLC,602 279 145,848290,"1059 STATE AVE STE G, MARYSVILLE, WA, 98270-4269, UNITED STATES",False,True,True,,REGISTERED AGENTS INC.,Entity,4105108,FAST WATER HEATER LLC
34,NORDSTROM INC,J NORDSTROM HOMES L.L.C.,605 005 607,1617166,"8719 HOLLY LN, EDMONDS, WA, 98026-8637, UNITED STATES",False,False,False,,,Individual,4057180,JOEL NORDSTROM
35,NORDSTROM INC,MARTIN & NORDSTROM CO.,600 624 906,306197,"8323 BEACHVIEW DR, CLINTON, WA, 98236-8901, UNITED STATES",True,False,False,,,Individual,1373353,DEBRA NORDSTROM
36,NORDSTROM INC,"NORDSTROM ACHATZ, PLLC",604 060 234,864057,"1412 NE 134TH ST, VANCOUVER, WA, 98685, UNITED STATES",False,False,False,,,,,
37,NORDSTROM INC,"NORDSTROM AND ASSOCIATES, LLC",602 090 749,893477,,True,False,False,,DEAN M NORDSTROM,Individual,148025,CINDY NORDSTROM
38,NORDSTROM INC,"NORDSTROM AND ASSOCIATES, LLC",602 090 749,893477,,True,False,False,,DEAN M NORDSTROM,Individual,785932,DEAN NORDSTROM
39,NORDSTROM INC,"NORDSTROM BLUMER CAPITAL PARTNERS, LLC",604 035 692,344272,"5506 BEACH BLUFF DR, FREELAND, WA, 98249-9543, UNITED STATES",False,False,False,,,Individual,367050,MATEO BLUMER
40,NORDSTROM INC,"NORDSTROM BLUMER CAPITAL PARTNERS, LLC",604 035 692,344272,"5506 BEACH BLUFF DR, FREELAND, WA, 98249-9543, UNITED STATES",False,False,False,,,Individual,642280,JOHN NORDSTROM
41,NORDSTROM INC,"NORDSTROM BLUMER CAPITAL PARTNERS, LLC",604 035 692,344272,"5506 BEACH BLUFF DR, FREELAND, WA, 98249-9543, UNITED STATES",False,False,False,,,Individual,1637784,MATEO BLUMER
42,NORDSTROM INC,"NORDSTROM CARD SERVICES, INC.",604 227 837,1185188,"13531 E CALEY AVE, CENTENNIAL, CO, 80111-6504, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,3374396,DENNIS BAUER
43,NORDSTROM INC,"NORDSTROM CARD SERVICES, INC.",604 227 837,1185188,"13531 E CALEY AVE, CENTENNIAL, CO, 80111-6504, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,3374397,MICHAEL MAHER
44,NORDSTROM INC,"NORDSTROM CARD SERVICES, INC.",604 227 837,1185188,"13531 E CALEY AVE, CENTENNIAL, CO, 80111-6504, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,3374398,BRIAN DEFOE
45,NORDSTROM INC,"NORDSTROM CATERING, LLC",604 230 820,1186815,"8323 BEACHVIEW DR, CLINTON, WA, 98236-8901, UNITED STATES",True,False,False,,NORDSTROM CATERING,Individual,2458013,DEBRA NORDSTROM
46,NORDSTROM INC,"NORDSTROM CATERING, LLC",604 230 820,1186815,"8323 BEACHVIEW DR, CLINTON, WA, 98236-8901, UNITED STATES",True,False,False,,NORDSTROM CATERING,Individual,2458014,KYLE MARTIN
47,NORDSTROM INC,"NORDSTROM CATERING, LLC",604 230 820,1186815,"8323 BEACHVIEW DR, CLINTON, WA, 98236-8901, UNITED STATES",True,False,False,,NORDSTROM CATERING,Individual,2458015,DEBRA NORDSTROM
48,NORDSTROM INC,"NORDSTROM DISTRIBUTION, INC.",601 264 745,344273,,True,False,False,,ROBERT B SARI,Individual,1324395,BLAKE W NORDSTROM
49,NORDSTROM INC,"NORDSTROM DISTRIBUTION, INC.",601 264 745,344273,,True,False,False,,ROBERT B SARI,Individual,1375123,ROBERT B SARI
50,NORDSTROM INC,"NORDSTROM DISTRIBUTION, INC.",601 264 745,344273,,True,False,False,,ROBERT B SARI,Individual,2110088,THERE IS NO CHAIRMAN
51,NORDSTROM INC,"NORDSTROM DISTRIBUTION, INC.",601 264 745,344273,,True,False,False,,ROBERT B SARI,Individual,2182101,MICHAEL G KOPPEL
52,NORDSTROM INC,"NORDSTROM ENTERPRISES, LLC",604 505 460,1306226,"9216 105TH AVENUE CT SW, TACOMA, WA, 98498-6826, UNITED STATES",False,False,False,,NORDSTROM ENTERPRISES,Individual,2964129,CHRISTINE NORDSTROM
53,NORDSTROM INC,"NORDSTROM ENTERPRISES, LLC",604 505 460,1306226,"9216 105TH AVENUE CT SW, TACOMA, WA, 98498-6826, UNITED STATES",False,False,False,,NORDSTROM ENTERPRISES,Individual,2978581,CATHY NORDSTROM
54,NORDSTROM INC,NORDSTROM ESTATES LLC,603 115 964,841520,"18601 SKY MEADOWS LN, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,DAVID REMLINGER,Individual,647051,JAQUE REMLINGER
55,NORDSTROM INC,NORDSTROM ESTATES LLC,603 115 964,841520,"18601 SKY MEADOWS LN, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,DAVID REMLINGER,Individual,1393142,DAVID REMLINGER
56,NORDSTROM INC,NORDSTROM ESTATES LLC,603 115 964,841520,"18601 SKY MEADOWS LN, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,DAVID REMLINGER,Individual,1822329,DAVID REMLINGER
57,NORDSTROM INC,NORDSTROM ESTATES LLC,603 115 964,841520,"18601 SKY MEADOWS LN, SNOHOMISH, WA, 98290, UNITED STATES",False,False,False,,DAVID REMLINGER,Individual,2012508,JAQUE REMLINGER
58,NORDSTROM INC,"NORDSTROM FINANCIAL SERVICES, INC",601 804 231,856325,,True,False,False,,STEVEN W NORDSTROM,Individual,115500,STEVEN NORDSTROM
59,NORDSTROM INC,"NORDSTROM HEATING & AIR, INC.",602 279 145,848290,,True,True,True,,REGISTERED AGENTS INC.,Entity,4105108,FAST WATER HEATER LLC
60,NORDSTROM INC,"NORDSTROM HEATING & AIR, INC.",602 279 145,848290,,True,True,True,,REGISTERED AGENTS INC.,Entity,4105108,FAST WATER HEATER LLC
61,NORDSTROM INC,NORDSTROM HOLDINGS LIMITED LLC,604 186 377,343052,"205 SE 197TH PLACE, CAMAS, WA, 98607, UNITED STATES",False,False,False,,GREGORY NORDSTROM,Individual,11663,AUTUMN BARRON
62,NORDSTROM INC,NORDSTROM HOLDINGS LIMITED LLC,604 186 377,343052,"205 SE 197TH PLACE, CAMAS, WA, 98607, UNITED STATES",False,False,False,,GREGORY NORDSTROM,Individual,1627454,MIA NORDSTROM
63,NORDSTROM INC,NORDSTROM HOLDINGS LIMITED LLC,604 186 377,343052,"205 SE 197TH PLACE, CAMAS, WA, 98607, UNITED STATES",False,False,False,,GREGORY NORDSTROM,Individual,1803798,GREGORY NORDSTROM
64,NORDSTROM INC,NORDSTROM INTERNATIONAL LIMITED,601 994 598,856326,"1617 SIXTH AVENUE, SEATTLE, WA, 98101, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,134792,ANNE BRAMMAN
65,NORDSTROM INC,NORDSTROM INTERNATIONAL LIMITED,601 994 598,856326,"1617 SIXTH AVENUE, SEATTLE, WA, 98101, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,3019686,ERIK NORDSTROM
66,NORDSTROM INC,NORDSTROM INTERNATIONAL LIMITED,601 994 598,856326,"1617 SIXTH AVENUE, SEATTLE, WA, 98101, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,3697251,BRIAN DEFOE
67,NORDSTROM INC,NORDSTROM MEDICAL TOWER PROPERTY LLC,602 711 007,893478,"200 STATE ST 5TH FLR, BOSTON, MA, 02109, UNITED STATES",False,False,False,,C T CORPORATION SYSTEM,Individual,1645081,ELEANOR COLEMAN
68,NORDSTROM INC,"NORDSTROM PHYSICIAN SERVICES, PLLC",604 540 863,1323267,"8360 LOYAL WAY NW, SEATTLE, WA, 98117-3949, UNITED STATES",False,False,False,,,Entity,3027910,"FRG-US, LLC"
69,NORDSTROM INC,"NORDSTROM PHYSICIAN SERVICES, PLLC",604 540 863,1323267,"8360 LOYAL WAY NW, SEATTLE, WA, 98117-3949, UNITED STATES",False,False,False,,,Individual,3027911,ADAM NORDSTROM
70,NORDSTROM INC,"NORDSTROM PUERTO RICO, INC.",603 222 104,352139,"1700 7TH AVE # 700, SEATTLE, WA, 98101, UNITED STATES",False,False,False,,CORPORATE CREATIONS NETWORK INC.,Individual,1129385,ERIK NORDSTROM
71,NORDSTROM INC,"NORDSTROM PUERTO RICO, INC.",603 222 104,352139,"1700 7TH AVE # 700, SEATTLE, WA, 98101, UNITED STATES",False,False,False,,CORPORATE CREATIONS NETWORK INC.,Individual,1793587,ANNE BRAMMAN
72,NORDSTROM INC,"NORDSTROM REAL ESTATE HOLDINGS, LLC",604 602 351,1354636,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,"LPSL CORPORATE SERVICES, INC.",Entity,3148740,"NORDSTROM, INC."
73,NORDSTROM INC,"NORDSTROM REAL ESTATE HOLDINGS, LLC",604 602 351,1354636,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,"LPSL CORPORATE SERVICES, INC.",Individual,3148741,ANDREW VICKERS
74,NORDSTROM INC,"NORDSTROM REAL ESTATE HOLDINGS, LLC",604 602 351,1354636,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,"LPSL CORPORATE SERVICES, INC.",Individual,3148742,ANN MUNSON STEINES
75,NORDSTROM INC,"NORDSTROM RESTAURANTS, INC.",603 367 019,352455,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,CORPORATION SERVICE COMPANY,Individual,2343646,VINCE ROSSETTI
76,NORDSTROM INC,"NORDSTROM RESTAURANTS, INC.",603 367 019,352455,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,CORPORATION SERVICE COMPANY,Individual,3070727,MICHAEL MAHER
77,NORDSTROM INC,"NORDSTROM RESTAURANTS, INC.",603 367 019,352455,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,CORPORATION SERVICE COMPANY,Individual,3070728,BRIAN DEFOE
78,NORDSTROM INC,"NORDSTROM RESTAURANTS, INC.",603 367 019,352455,"1617 6TH AVE, SEATTLE, WA, 98101-1707, UNITED STATES",True,False,False,,CORPORATION SERVICE COMPANY,Individual,3721007,MISTI HECKEL
79,NORDSTROM INC,NORDSTROM VEGETATION LLC,603 211 267,872515,"6794 NE JUNIPER RIDGE RD, REDMOND, OR, 97756",False,False,False,,"DICKINSON LAW FIRM, PLLC",Individual,672716,PAUL NORDSTROM
80,ROIC WASHINGTON LLC,"ROIC WASHINGTON, LLC",603 026 438,416558,"11250 EL CAMINO REAL, SUITE 200, SAN DIEGO, CA, 92130-2677, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Entity,2100525,"RETAIL OPPORTUNITY INVESTMENTS PARTNERSHIP, LP"
81,BAYVIEW FARMS LLC,"BAYVIEW FARM AND GARDEN, INCORPORATED",601 666 035,58437,"2780 MARSHVIEW AVE, LANGLEY, WA, 98260-8200, UNITED STATES",False,False,False,,MAUREEN MURPHY,Individual,257379,MAUREEN MURPHY
82,BAYVIEW FARMS LLC,BAYVIEW FARMER'S MARKET ASSOCIATION (LLC),602 117 316,564533,"115 2ND ST # 1456, LANGLEY, WA, 98260-1959, UNITED STATES",False,False,False,,PAMELA MITCHELL,Individual,612121,MOLLY JACOBSEN
83,BAYVIEW FARMS LLC,BAYVIEW FARMER'S MARKET ASSOCIATION (LLC),602 117 316,564533,"115 2ND ST # 1456, LANGLEY, WA, 98260-1959, UNITED STATES",False,False,False,,PAMELA MITCHELL,Individual,3120373,PAMELA MITCHELL
84,BAYVIEW FARMS LLC,"BAYVIEW FARMS, INC.",600 243 642,51739,,False,False,False,,THOMAS JPAULUS,Individual,562053,WERNER PAULUS
85,BAYVIEW FARMS LLC,"BAYVIEW FARMS, INC.",600 243 642,51739,,False,False,False,,THOMAS JPAULUS,Individual,571340,THOMAS J PAULUS
86,BAYVIEW FARMS LLC,"BAYVIEW FARMS, LLC",603 450 846,571397,"431 BUFFALO LANE, MESA, WA, 99343, UNITED STATES",False,False,False,,WILLIAM DILLER,Individual,2292381, TOM DILLER TRUST
87,BAYVIEW FARMS LLC,"BAYVIEW FARMS, LLC",603 450 846,571397,"431 BUFFALO LANE, MESA, WA, 99343, UNITED STATES",False,False,False,,WILLIAM DILLER,Individual,2292382, WILLIAM G DILLER REVOCABLE LIV
88,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838384,ELIZABETH JOHNSON
89,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838385,NICHOLAS JOHNSON
90,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838386,THOMAS JOHNSON
91,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838387,JAYMEE NIEMANN
92,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838388,NICHOLAS JOHNSON
93,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838389,ELIZABETH JOHNSON
94,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838390,THOMAS JOHNSON
95,BAYVIEW FARMS LLC,BAYVIEW TREE FARM LLC,604 427 338,1273295,"4671 E STATE ROUTE 302, BELFAIR, WA, 98528-9384, UNITED STATES",False,False,False,,,Individual,2838391,JAYMEE NIEMANN
96,COLISEUM BUILDING LLC,"COLISEUM BUILDING, LLC",602 676 313,626052,"801 GRAND AVE, DES MOINES, IA, 50309, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Entity,1354526,"AVION LAKESIDE REIT, LLC"
97,COLISEUM BUILDING LLC,"COLISEUM BUILDING, LLC",602 676 313,626052,"801 GRAND AVE, DES MOINES, IA, 50309, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,1673757,LLC COLISEUM BUILDING REIT
98,TARGET CORPORATION,"A-TARGET, INC.",602 963 157,435176,"16454 N 91ST ST UNIT 101, SCOTTSDALE, AZ, 85260, UNITED STATES",False,False,False,,"SUSSMAN SHANK REGISTRATION SERVICES, LLC",Individual,556107,MICHAEL TREGER
99,TARGET CORPORATION,ACTION TARGET ACQUISITION CORP.,602 831 478,448747,"485 WEST PUTNAM AVENUE, GREENWICH, CT, 06830, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,868574,FRANK PADOS
100,TARGET CORPORATION,ACTION TARGET ACQUISITION CORP.,602 831 478,448747,"485 WEST PUTNAM AVENUE, GREENWICH, CT, 06830, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,1507416,LEE STEPHENSON
101,TARGET CORPORATION,ACTION TARGET ACQUISITION CORP.,602 831 478,448747,"485 WEST PUTNAM AVENUE, GREENWICH, CT, 06830, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,1570790,THOMAS CARACCIOLO
102,TARGET CORPORATION,ACTION TARGET ACQUISITION CORP.,602 831 478,448747,"485 WEST PUTNAM AVENUE, GREENWICH, CT, 06830, UNITED STATES",False,False,False,,CORPORATION SERVICE COMPANY,Individual,2041488,NEIL TOWNSEND
103,TARGET CORPORATION,ACTION TARGET INC.,602 420 120,17961,"3411 S MOUNTAIN VISTA PRWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,1470682,CLARK BRONSON
104,TARGET CORPORATION,ACTION TARGET INC.,602 420 120,17961,"3411 S MOUNTAIN VISTA PRWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,1597679,FRANK PADOS
105,TARGET CORPORATION,ACTION TARGET INC.,602 420 120,17961,"3411 S MOUNTAIN VISTA PRWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,1808618,THOMAS WRIGHT
106,TARGET CORPORATION,ACTION TARGET INC.,602 420 120,17961,"3411 S MOUNTAIN VISTA PRWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,2152327,DAVID HARMON
107,TARGET CORPORATION,ACTION TARGET INC.,603 126 062,482951,"3411 S MOUNTAIN VISTA PKWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,1164416,SCOTT WRIGHT
108,TARGET CORPORATION,ACTION TARGET INC.,603 126 062,482951,"3411 S MOUNTAIN VISTA PKWY, PROVO, UT, 84606, UNITED STATES",False,False,False,,"PACIFIC REGISTERED AGENTS, INC.",Individual,1583088,MICHAEL BIRCH
109,TARGET CORPORATION,ADVANCED MOLECULAR TARGETING SCIENCE INC.,604 947 445,1582805,,False,False,False,,,Individual,3930164,DEXING ZENG
110,TARGET CORPORATION,"AMERICAN PRECISION TARGET SYSTEMS, LLC",604 340 826,1240792,"7517 NE 64TH CIR, VANCOUVER, WA, 98662-4201, UNITED STATES",False,False,False,,,Individual,2709938,NATHAN PUST
111,TARGET CORPORATION,"AUTOMATED ZAP TARGET, INC",604 133 343,563228,"872 E BROADWAY ST, GOLDENDALE, WA, 98620, UNITED STATES",False,False,False,,EMMITT GRANGER,Individual,903739,EMMITT GRANGER
112,TARGET CORPORATION,"AUTOMATED ZAP TARGET, INC",604 133 343,563228,"872 E BROADWAY ST, GOLDENDALE, WA, 98620, UNITED STATES",False,False,False,,EMMITT GRANGER,Individual,1901590,DANA MCCOY
113,TARGET CORPORATION,BILLY'S GOATS TARGETED GRAZING SERVICES LLC,604 490 249,1299225,"7690 ROAD G NW, EPHRATA, WA, 98823, UNITED STATES",False,False,False,,,Individual,2936305,BILLY PORTER
